,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
201006,179814,660175,162980,840486,3452712,1777620,1207238,1274310,2773163,1338403,1112372,849574,6983045,1750052,892266,3967831,2509382,628804,4289615,847673,3230792,996172,100256,3018175,14522491,513513,470118
201007,183509,675869,160871,854538,3469079,1765433,1219291,1284263,2805591,1321472,1127128,860587,7063130,1770516,900245,4012932,2530989,635272,4304992,850610,3274656,1018910,100122,3043773,14582040,523456,467976
201008,180248,684139,157706,858809,3514480,1764759,1230730,1287029,2814995,1298504,1129712,861186,7099541,1777880,886007,4018745,2514971,630705,4314228,840605,3304395,1025537,101327,3043233,14664769,531012,457720
201009,177724,696509,157079,887596,3576215,1752809,1249531,1286617,2836400,1294747,1142947,878040,7134501,1814724,885760,4025283,2534815,631510,4343061,840092,3315864,1045206,101882,3037171,14712125,543639,450261
201010,181852,705494,154789,902874,3620081,1760903,1271377,1291873,2851178,1286510,1161050,894564,7153569,1824509,902747,4051560,2568303,634213,4338368,845135,3347471,1067090,101935,3040908,14726738,553770,449301
201011,183963,720401,155551,930233,3631582,1756011,1276505,1278258,2875211,1275280,1189400,908508,7150074,1821214,914232,4090327,2560545,631617,4355649,841054,3370600,1057026,102160,3050641,14768648,560931,461770
201012,179984,731898,159175,940402,3610789,1792667,1280067,1277917,2899688,1276534,1192285,917267,7183080,1844200,930650,4124589,2558900,628354,4378001,840317,3395674,1038768,102186,3067107,14822355,566888,458724
201101,178322,742881,161970,948011,3615893,1717740,1277890,1271961,2901707,1282016,1204074,923248,7134988,1856176,946248,4174942,2496113,625022,4390254,836975,3399177,1021570,103009,3087810,14871943,579482,458331
201102,176590,753528,163047,958406,3650868,1718570,1273247,1274231,2899504,1299610,1219299,927203,7141492,1875690,941587,4218616,2504550,615063,4420192,839793,3434789,1011447,101170,3110858,14959500,588266,464140
201103,173249,764268,168657,971937,3653451,1746205,1275325,1274918,2900043,1296990,1232396,937443,7121508,1886780,958771,4264019,2528508,631031,4431797,849844,3466486,993673,100281,3147575,15030588,599329,467062
201104,170949,777489,174199,981650,3719740,1765588,1282563,1297570,2949122,1338171,1257774,960030,7195280,1923339,971665,4308720,2592250,638640,4513087,868120,3473626,983019,99298,3156787,15237331,613971,474678
201105,175742,792008,181487,972546,3745407,1742792,1279068,1307377,2969065,1330429,1283351,969952,7190198,1934332,984834,4336928,2645767,645725,4541714,875703,3495760,991235,98649,3159883,15273135,629620,481602
201106,176610,816011,183131,991677,3751096,1793196,1279129,1301052,2986798,1359267,1305803,983629,7136591,1952893,1005903,4370653,2685314,656001,4590373,890375,3523682,994724,100905,3196215,15259564,644449,487266
201107,174479,821905,188903,983986,3757618,1809055,1271539,1302702,2993518,1397731,1302235,978582,7096952,1966210,1012221,4323714,2687666,656836,4590391,895160,3519923,981114,102586,3187971,15088357,655980,491671
201108,175426,828799,206154,1012764,3745634,1835671,1275330,1311546,3021799,1421410,1305017,991139,7092839,1993731,1042661,4373936,2713917,658383,4642162,913296,3528633,973238,101757,3206313,15116675,659559,497797
201109,174201,829294,217442,1006536,3730550,1826417,1272957,1309234,3050807,1446971,1330848,1000133,7091765,1990181,1077026,4462892,2724170,661600,4672686,934657,3575578,965215,103815,3262506,15216012,654848,502775
201110,171363,833641,232264,1016368,3696924,1811212,1260848,1300733,3034413,1459517,1339892,998247,7058157,2009969,1077965,4474639,2690522,661354,4676563,930619,3542975,940640,103921,3259425,15173974,652580,504074
201111,169741,840852,249023,1005271,3725599,1869360,1268740,1333088,3067774,1507131,1358435,1003632,7115493,2022773,1095454,4505784,2719383,675204,4726516,945466,3530863,933982,103922,3286469,15244575,654240,498930
201112,174259,848371,255639,1003023,3755163,1867890,1265438,1344724,3056389,1523432,1363001,1011526,7107384,2050370,1107473,4534299,2714727,682252,4730369,957554,3533087,933061,102598,3286523,15260166,656456,504800
201201,173494,844864,261120,994932,3744322,1903741,1261667,1354740,3061533,1528770,1381539,1008624,7144026,2042910,1103437,4522969,2728230,687536,4733632,961431,3487789,933501,100066,3268310,15159683,646084,508683
201202,177169,846333,264183,990167,3749116,1940017,1258289,1366673,3093946,1557856,1406695,1016598,7180988,2080639,1119921,4543001,2753801,697322,4743920,967765,3493305,928960,99024,3300553,15183448,644973,510163
201203,177894,839036,270121,974956,3756384,1941696,1239470,1372086,3102352,1554891,1411231,1019727,7156203,2087561,1127055,4528446,2771274,689910,4741265,968569,3492697,920666,98572,3297817,15113490,635634,511775
201204,182532,822270,280367,1002016,3726461,1915140,1217462,1362051,3076494,1537362,1412451,1013298,7080227,2095995,1125645,4482639,2763248,688659,4704345,963532,3462783,927404,101241,3272111,14963149,626354,506618
201205,182325,819748,284195,1017933,3745754,1941602,1220778,1369022,3101026,1583488,1431760,1019622,7137840,2125374,1137579,4550997,2789306,699475,4777528,971947,3492814,923796,106316,3336009,15054437,618837,511638
201206,183233,806540,289138,996904,3760868,1940449,1208031,1381609,3107285,1578859,1443319,1020794,7138009,2151844,1142457,4538444,2787583,705663,4782299,967889,3467582,917987,106537,3351611,15017490,601761,511473
201207,182727,802556,291932,1041758,3748428,1948090,1196228,1384601,3108797,1570721,1473980,1025031,7131895,2154147,1149008,4540765,2792967,713134,4817156,970924,3439384,910355,107210,3354807,15108538,587846,509937
201208,181112,801756,280578,1041389,3785568,1953321,1186974,1391788,3126176,1593306,1511284,1020178,7176294,2193253,1162727,4556981,2818566,724392,4824442,967215,3460289,904101,109452,3393100,15114128,585695,512025
201209,185829,798355,275256,1032243,3827503,2002241,1185306,1399905,3119229,1589935,1531162,1014857,7175196,2188905,1163504,4540923,2832831,735619,4835205,956942,3419449,877708,108891,3375201,15046072,587915,509564
201210,188705,800010,261072,999389,3879242,2038620,1174840,1405689,3162329,1601568,1563201,1021932,7213514,2217966,1180610,4572166,2891519,752186,4868120,960748,3457896,874668,111867,3406806,15112338,589714,515732
201211,191444,800588,246608,1029104,3904347,2025988,1168604,1407939,3171341,1581291,1584088,1023217,7246204,2266054,1203848,4580202,2929879,756222,4892988,962935,3482728,865855,115035,3428854,15131071,588913,525286
201212,192231,794494,246598,1051065,3938334,2043866,1163183,1399664,3195868,1589214,1618134,1026670,7266747,2281427,1209945,4587719,2957669,764100,4892631,957389,3478035,847225,118750,3457182,15063206,590317,529218
201301,193672,791375,250519,1036606,3932905,2065389,1152069,1378303,3181778,1563125,1618657,1028608,7225971,2318608,1223444,4578716,2982021,778779,4864477,954170,3505720,826670,121914,3466227,15089297,590339,525234
201302,194916,790396,251058,1022570,3949165,2044702,1158139,1362761,3193752,1531779,1620392,1032223,7242483,2294691,1224285,4571044,2985040,780524,4891182,948981,3481217,808824,123376,3458005,15140065,590818,519522
201303,201853,805186,246571,1040209,4023841,2092370,1162578,1361201,3241183,1564211,1658348,1035949,7354200,2336860,1255402,4596451,3046532,800689,4944540,966564,3500712,804803,123988,3467167,15226632,601205,524311
201304,193590,802860,236263,1012978,4055100,2135771,1154078,1362811,3259514,1574188,1671082,1037191,7449796,2339931,1263918,4629200,3056094,815326,4968482,970394,3534130,795100,122952,3503430,15252096,604568,523310
201305,197798,799615,231797,1008949,4050951,2174448,1140565,1367408,3256212,1566836,1671912,1033693,7473445,2387363,1274648,4569682,3057047,826749,4934556,983573,3520344,795425,120658,3480804,15243931,606361,518879
201306,199068,798107,234892,978636,4079378,2229904,1131757,1378675,3277660,1573214,1681743,1029511,7571193,2381845,1290745,4586435,3065548,841510,4941141,1003673,3542822,781430,120366,3484671,15233953,617457,518637
201307,200674,796376,230054,960041,4102875,2264367,1115551,1371421,3283717,1570250,1672185,1036322,7632618,2400121,1302787,4620056,3069911,852917,4874396,1015765,3539978,783708,123425,3498161,15188152,623631,519564
201308,207877,798863,231074,921146,4124648,2325177,1099249,1375856,3286968,1568533,1675462,1035606,7662450,2390138,1320192,4632444,3085176,869876,4872352,1031423,3523419,776301,124666,3520346,15142328,628079,524596
201309,205165,796689,239774,941520,4115333,2370806,1068361,1381875,3285091,1597486,1676109,1035774,7695664,2418909,1329476,4617893,3065733,883365,4857010,1039101,3552182,771586,126746,3560547,15052442,627668,527748
201310,208655,793871,254424,938238,4155939,2445530,1062966,1394890,3298650,1626632,1682563,1040721,7776387,2429664,1339666,4594260,3036873,898688,4901878,1055214,3583218,772859,127977,3595724,15061408,632115,533991
201311,207135,788854,266416,915437,4187920,2520325,1058764,1391129,3308536,1647392,1681493,1050147,7817908,2438983,1347643,4602543,3012577,921337,4908967,1073156,3574859,772856,131446,3617303,15090796,638857,542140
201312,208564,793353,271957,867522,4197229,2572669,1056428,1400884,3301850,1656423,1676011,1040115,7841556,2453604,1355714,4583050,2981412,938132,4920371,1089911,3568555,769707,131467,3626129,15067310,639227,548195
201401,211050,793582,274357,860674,4250662,2643482,1056078,1425142,3302880,1679742,1661660,1036411,7911917,2457566,1363895,4583334,2963616,949821,4956268,1110864,3566082,771895,129653,3651191,15016522,647397,561060
201402,207229,777751,269799,850239,4224677,2669615,1037310,1411298,3274585,1674715,1638324,1028588,7860454,2462228,1360633,4533246,2915062,957491,4889142,1109601,3542145,761747,132164,3638476,14814393,645579,570064
201403,208179,764387,268465,869069,4221408,2700696,1026080,1404401,3263652,1681476,1626278,1029243,7862739,2465754,1354698,4534199,2876273,974883,4869670,1106419,3522710,759207,132200,3645344,14713753,647895,577844
201404,216734,759064,269979,829333,4251062,2720543,1018135,1400677,3266104,1674133,1638615,1040585,7865179,2479999,1346442,4567468,2852473,986182,4873597,1101325,3560886,752737,131206,3673416,14645723,658412,587678
201405,211516,744761,267992,854227,4237546,2711682,998192,1383377,3227280,1643469,1618153,1045915,7814874,2429151,1327168,4581903,2813306,985657,4843111,1081595,3546266,738742,129602,3669873,14515096,656410,591705
201406,211134,733744,256800,864561,4192761,2701624,977351,1359313,3168963,1627658,1602172,1047089,7719816,2417049,1300856,4553029,2777457,989734,4794257,1063776,3513623,723557,132038,3605146,14411604,652705,598458
201407,212295,720301,254147,824461,4195471,2728927,971101,1354319,3163063,1607865,1615308,1054815,7703967,2418195,1284624,4590899,2753576,1002708,4818334,1048364,3525249,700849,128859,3627963,14436477,653068,608542
201408,209171,702433,255234,819491,4183520,2723910,959068,1352975,3142179,1576558,1612778,1055578,7557682,2411408,1255562,4526732,2694922,1012381,4795091,1026371,3476454,682977,133194,3577098,14340295,650946,610969
201409,208896,693487,249369,799845,4168735,2703498,939207,1348198,3112672,1522940,1597790,1053046,7338113,2415202,1232051,4516664,2663276,1022452,4700304,1008858,3447884,662550,134050,3550202,14138453,653211,613371
201410,206356,681559,242625,799840,4131001,2672456,912042,1340779,3067214,1466073,1580885,1037033,7070763,2401170,1212344,4501590,2625923,1022374,4564290,981322,3377242,642696,133912,3497679,13828161,654628,612888
201411,206884,665638,235028,786017,4090742,2646463,876258,1336555,3018543,1429586,1555167,1025159,6834185,2379767,1181967,4468842,2572899,1014068,4428679,946303,3328424,618799,133447,3399123,13566323,651194,609980
201412,201310,635580,228393,792386,4068039,2618125,847495,1333342,2979917,1390998,1515778,1015176,6628689,2333163,1161527,4380447,2523256,1010571,4320064,919986,3276306,598716,132359,3325935,13283452,652179,609103
201501,204505,612327,213787,803112,4021409,2570220,828840,1329632,2969669,1355769,1513730,1007410,6468340,2295470,1140402,4340187,2470044,1006663,4234996,894895,3242122,583398,133183,3268011,13139739,644045,609576
201502,203874,593621,214179,813720,3984521,2562874,810657,1342536,2943192,1341905,1509942,1002843,6359385,2267025,1120796,4334715,2434070,1008748,4165597,883901,3242955,571539,129687,3239900,13064137,634711,612244
201503,199043,568881,210526,749834,3879651,2526259,783000,1335724,2843414,1296902,1473535,990815,6071289,2220586,1085625,4293778,2358294,993535,4051311,865802,3226211,549754,130775,3202049,12799529,618854,607609
201504,195027,547956,204260,746501,3819855,2515465,763978,1337172,2789713,1278805,1439843,979756,5886229,2184405,1073357,4238900,2300734,987997,3932129,862449,3144016,533207,131779,3131664,12563397,600209,609214
201505,193756,533516,199644,715610,3808131,2519255,750895,1338709,2767932,1269272,1439065,973061,5704685,2166963,1060384,4216117,2255146,994205,3848172,859028,3086167,526465,131260,3088387,12390325,600725,615923
201506,190471,524491,199180,712101,3768635,2501323,733536,1344991,2728415,1262181,1419872,959559,5518001,2145842,1053251,4142012,2204822,985037,3747673,852247,3049344,514942,129002,3083488,12129389,599407,612271
201507,188084,521166,198232,705981,3714174,2482421,717044,1351637,2676182,1251934,1392169,945825,5332223,2126623,1047693,4078400,2186828,972309,3637990,853506,3038904,500759,130519,3044535,11863853,596613,609717
201508,183368,516678,191948,701108,3645352,2450163,697858,1331190,2615181,1232259,1362953,952551,5199691,2091701,1041059,4102432,2169113,957117,3483469,851445,3046787,485608,125010,3036249,11716805,592892,610560
201509,180479,505577,181878,676876,3582429,2425224,682360,1327293,2566322,1214741,1331831,944049,5173741,2055221,1030832,4022067,2141744,939851,3372466,846085,3007533,474188,123672,2972702,11532995,584212,609425
201510,174079,491512,177655,668719,3491290,2392517,661455,1320652,2512321,1201730,1297017,946590,5146970,2017754,1014251,3986370,2105065,929360,3274801,839258,2990317,454189,121692,2943665,11402216,568745,602214
201511,168058,474209,174906,640523,3388905,2341390,640685,1307745,2434481,1178352,1261825,937787,5076811,1996334,988952,3901390,2062741,919041,3163582,830827,2940892,442426,119298,2916672,11121277,554313,588616
201512,166320,470531,173957,632482,3316794,2330690,626309,1295143,2388333,1168767,1256369,951538,5049254,1985899,972341,3943651,2049742,915226,3088521,827123,2939582,434010,117689,2926007,11077658,545819,580422
201601,158694,471877,175894,617787,3295415,2328004,617697,1290093,2358572,1156877,1244217,952850,5016562,1962020,961736,3941026,2040571,908795,3021166,822906,2923687,430693,117838,2922696,10981732,545010,577347
201602,158950,472085,172472,615813,3286068,2335023,611799,1283308,2335733,1153572,1232805,953937,4991006,1947432,949881,3938597,2050994,910644,2959086,814788,2889807,428298,116927,2905167,10779784,546638,573943
201603,154231,464124,167527,624507,3244766,2282450,599926,1262526,2323056,1127470,1211555,949190,4990152,1912424,927314,3894627,2028092,894167,2876891,798615,2832230,423135,112637,2878321,10690768,541851,565162
201604,153015,461970,168815,648635,3212469,2247784,596767,1253194,2312406,1119021,1200654,948053,4943340,1887772,912139,3882706,2036766,891299,2800419,786085,2824230,420215,109961,2877535,10647583,543087,559653
201605,150805,454578,166963,612011,3140454,2195921,585446,1234037,2276569,1099706,1178557,932652,4916071,1854235,893908,3813621,2009467,876673,2702056,766409,2798969,414249,109104,2848125,10425067,529361,546686
201606,152424,442173,164427,619133,3131059,2168448,581349,1218325,2282205,1089543,1173977,932966,4867747,1827719,877924,3828246,1992539,875660,2608864,753062,2767778,411155,107231,2848947,10369439,520948,543344
201607,151690,426380,166203,649842,3121452,2134793,575970,1194499,2268204,1081044,1163807,923940,4836870,1788203,865319,3794748,1958879,871553,2523023,731458,2717191,411454,108107,2823620,10288020,509936,532431
201608,151017,407871,164687,665908,3089725,2105377,565347,1172208,2249962,1069546,1156809,907844,4820873,1753734,842111,3766721,1911745,865291,2445755,708512,2709225,406875,106040,2814859,10145963,499709,521802
201609,150765,395962,163653,663477,3083428,2092546,568095,1153008,2263074,1058705,1169121,903823,4849709,1715042,828575,3803317,1885267,860933,2397851,697938,2715706,408912,104031,2852077,10135557,493978,514700
201610,151110,386952,154116,664981,3085956,2083653,570833,1129382,2258502,1044825,1174197,896387,4887195,1669388,817094,3817566,1869842,854255,2368571,692529,2731157,414816,103769,2848196,10100611,488027,509641
201611,151502,381540,149367,670704,3104916,2090338,580067,1115160,2278991,1028860,1194440,889713,4891048,1619213,810638,3810657,1860155,849280,2337873,681836,2722944,414428,100041,2870175,10047564,488116,512654
201612,149967,371694,141047,665682,3101091,2066437,586277,1108946,2294363,999396,1207865,876644,4923943,1582481,797572,3774645,1841312,840147,2312510,664340,2712494,413645,100654,2883852,9977275,482404,510062
201701,150491,362791,135021,687211,3063300,2035158,584646,1097369,2270346,971921,1220058,870341,4898010,1564940,786338,3764518,1813941,831356,2284918,646482,2703746,406814,99723,2891489,9918501,473789,500270
201702,153199,354116,133975,660657,3060106,2011627,586387,1094944,2278439,949175,1233288,860256,4938444,1541101,778305,3727313,1781067,818665,2273041,631609,2707182,402320,98400,2890012,9952893,471167,491998
201703,153038,348615,133458,631611,3070293,1990875,594315,1091072,2284761,926768,1254439,854374,4904782,1505199,773182,3744796,1764031,804268,2243885,611688,2722646,395979,94624,2912426,9922375,467492,480633
201704,153217,336124,129811,589643,3025819,1953345,589822,1078314,2271263,900136,1258386,844308,4887226,1465413,756375,3721419,1713952,775523,2208377,586217,2700245,388498,93930,2903586,9853986,448923,468594
201705,152824,331808,128676,595678,3045144,1945800,594901,1074480,2288329,886279,1274184,855499,4918845,1436024,750633,3775602,1700881,761915,2196285,574219,2727991,383575,92881,2938519,9952365,439857,461494
201706,148509,325322,126324,557952,2969930,1893618,583024,1055086,2237400,847363,1255026,842070,4863777,1388932,736343,3716928,1661896,732055,2151044,549833,2694053,370109,89952,2887766,9728517,425741,441940
201707,149694,330721,122529,497467,3001668,1872363,587545,1078764,2275562,827965,1290639,852634,5022433,1388411,737202,3787925,1675464,718706,2211910,544348,2735528,368041,86152,2942377,9887336,420897,440473
201708,149013,335029,121905,469666,3012576,1845506,585772,1097780,2276568,800247,1293236,855975,5150461,1384645,735700,3786793,1676500,695902,2252269,537683,2685836,366285,84437,2938975,9831787,412881,431775
201709,148936,339963,120361,443168,3027736,1828631,585336,1104712,2270280,787497,1309612,862490,5191293,1381914,730677,3771624,1683663,684269,2281294,526465,2678059,363022,82756,2939617,9807420,405619,425004
201710,148336,339657,121689,428437,3016525,1797596,584401,1116828,2274530,772847,1317832,855704,5241080,1385141,718220,3723583,1663200,667365,2306005,507527,2630028,363439,83598,2929678,9785071,400126,419531
201711,148969,342789,123261,410293,3015258,1775099,578395,1132569,2274612,767664,1325134,856618,5378978,1400024,715355,3729796,1665696,655832,2352160,500331,2673098,369930,84833,2958122,9887101,389587,410688
201712,150810,344201,123303,403471,3013574,1775013,571457,1139710,2267622,765482,1316524,863368,5431983,1403363,713106,3764138,1659293,648279,2376226,495273,2677466,372061,83538,2972963,9942393,380460,403487
201801,148696,340278,123347,350177,2990152,1758900,571130,1146390,2282903,750012,1316386,869680,5509999,1375281,707565,3773354,1645004,626223,2391212,485012,2665575,376138,83012,2976485,10001077,372210,396438
201802,146770,342675,121589,358175,3013244,1750240,572925,1161061,2285546,755854,1322711,883534,5580460,1374810,712979,3821928,1650132,623677,2438743,488372,2670588,383476,85805,3010183,10097644,367125,394035
201803,148231,346233,121162,379179,3039221,1765790,574124,1185589,2294850,762396,1332411,888614,5736054,1385478,714371,3815162,1647263,629701,2487346,494274,2686949,385065,93747,3022054,10143854,364070,401888
201804,146587,347428,120406,392909,3039369,1756737,573127,1186935,2290766,758061,1340323,884611,5779231,1384049,711442,3786410,1634219,631852,2519915,492673,2681851,389851,96882,3028007,10078755,365644,401901
201805,148004,352099,119502,397287,3052771,1750259,572068,1195616,2286009,749989,1348049,888234,5869083,1379375,715491,3768429,1633874,627641,2581428,493745,2689156,397950,100432,3054980,10110642,367884,399922
201806,150376,366491,119441,414833,3142694,1767682,590366,1220110,2333880,758657,1384034,905456,6065631,1391715,727703,3821848,1663024,640227,2675433,506877,2709887,409450,106236,3127120,10403375,373120,410243
201807,148099,360965,118101,434261,3070455,1746824,586845,1200211,2282713,752211,1367649,893139,5998141,1353424,711152,3756797,1625241,639082,2648371,499450,2685449,409755,107092,3097755,10216869,370342,403960
201808,149724,363278,117577,449248,3079957,1751566,599375,1200205,2310332,758399,1378113,896627,6045148,1339760,713123,3762168,1621550,654106,2680181,508950,2725026,411836,110855,3138684,10319054,368162,404931
201809,150698,363874,119195,479428,3068735,1738747,604648,1197810,2313058,755727,1380278,891652,6096646,1315777,711125,3773400,1603425,659607,2695355,514736,2730139,412843,113234,3160157,10384715,366890,406184
201810,151682,368688,122236,487268,3095389,1723132,611530,1193447,2317328,753266,1399511,901216,6114363,1307438,714863,3787506,1604246,668768,2688141,525882,2758853,406726,113188,3208822,10442409,375740,400550
201811,152846,378318,121501,498682,3146769,1719129,625198,1182547,2341201,751390,1421777,910306,6169144,1291548,732544,3839253,1637459,680036,2706728,541541,2740620,401671,116378,3243727,10525474,389416,399904
201812,153457,386513,119636,510162,3189073,1703325,633845,1158670,2357921,755795,1441700,909864,6259917,1278411,749914,3826625,1657668,684900,2715619,551747,2731638,401604,119003,3246452,10537461,400905,402389
201901,153806,395359,120153,533444,3245585,1701230,637028,1139906,2367716,774045,1446064,902144,6256450,1290928,769080,3786974,1690846,702437,2715843,563293,2753564,399441,121120,3258027,10458276,409903,402932
201902,142618,362971,110462,490713,2954157,1549629,588038,1028529,2188798,703385,1343379,825096,5754961,1180224,701027,3463969,1540863,645295,2483234,517212,2527017,366882,111212,3005327,9598044,373336,371317
201903,132237,332593,103084,454687,2704727,1420092,543312,929915,2026862,652589,1247235,759436,5294262,1088586,645796,3172516,1417380,599012,2287870,478509,2298517,341972,100489,2759181,8824437,342487,341042
201904,124157,301952,96114,420078,2463115,1314856,498821,835893,1853070,604755,1145038,693991,4848679,997842,592073,2872313,1292276,555622,2082180,442472,2074621,313259,89864,2503308,8034291,311466,311474
201905,113003,269615,88502,379291,2210812,1204021,454920,744347,1676443,559428,1038326,615896,4339408,915734,534616,2555255,1162643,514798,1850826,404042,1840489,280599,79271,2230009,7147362,280029,284534
201906,100495,233210,80060,339468,1928900,1076096,399901,648673,1468452,505396,914269,534898,3806806,818244,471861,2241113,1024410,459735,1614115,359571,1632903,248964,68590,1959091,6205762,248496,248624
201907,88369,210711,71225,299511,1728687,948958,348959,559746,1282668,444739,789644,465483,3305901,721441,423713,1939235,914753,403261,1398755,321687,1404320,213822,60703,1702486,5388461,222065,214670
201908,73873,182750,59974,247463,1458176,791830,284967,454058,1048492,377489,656528,378137,2717406,602754,361523,1580438,785944,335128,1140740,270102,1169755,177403,50952,1398960,4431172,196087,176687
201909,57150,150372,48632,193896,1176710,627390,220840,349347,821496,306716,512218,295249,2128057,492993,299304,1224269,645536,266486,895870,215796,920236,137103,41298,1099676,3452182,166227,136641
201910,41897,117790,35522,147657,891175,487092,160018,251817,603355,239706,371861,215962,1584075,372805,237975,908081,510902,201745,670460,163285,690150,101610,31876,815126,2545226,127182,103994
201911,25366,75087,22327,96591,562916,318685,94836,152166,368416,158578,219092,134107,970001,241185,155987,561867,321862,130476,417611,103813,457014,63121,20716,507550,1564278,81969,64929
201912,10160,36503,12274,44907,264838,155070,43554,75456,168797,76841,95054,56612,412582,115811,76646,238466,155456,62845,190993,49791,223214,27530,10225,226233,692232,39732,28749
