data,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
199001,1450.0,27421.0,21819.0,275.0,98829.0,47569.0,32020.0,52437.0,57264.0,28751.0,255956.0,32813.0,32458.0,45604.0,27327.0,92760.0,13277.0,142103.0,221533.0,19353.0,9903.0,2040.0,138590.0,91667.0,23721.0,639210.0,3258.0
199002,938.0,20324.0,22683.0,1000.0,79133.0,42856.0,31612.0,36737.0,65472.0,24366.0,206597.0,21638.0,27017.0,38933.0,21417.0,66711.0,12306.0,125305.0,183828.0,15043.0,8953.0,2029.0,89165.0,65132.0,14096.0,593101.0,2958.0
199003,1160.0,18584.0,13819.0,1100.0,72574.0,22004.0,37038.0,40234.0,58816.0,16284.0,218373.0,17629.0,20231.0,20405.0,17957.0,56990.0,9224.0,112970.0,182124.0,10654.0,6200.0,2367.0,109681.0,75893.0,14728.0,573829.0,3735.0
199004,0.0,20972.0,16168.0,1000.0,77964.0,29635.0,32340.0,40937.0,56475.0,8381.0,228031.0,21144.0,21451.0,13417.0,21016.0,62056.0,5075.0,113938.0,172505.0,11015.0,3774.0,751.0,108513.0,78178.0,15560.0,549760.0,2866.0
199005,1643.0,30874.0,22104.0,2015.0,102595.0,45320.0,34414.0,53728.0,73296.0,23677.0,275857.0,26482.0,31869.0,35293.0,29455.0,92525.0,9321.0,146154.0,241736.0,10916.0,11742.0,1774.0,138613.0,95485.0,19020.0,676138.0,7227.0
199006,1964.0,27272.0,23438.0,2470.0,99920.0,40950.0,39601.0,50020.0,79295.0,22617.0,297139.0,28114.0,32609.0,41176.0,40058.0,85199.0,13757.0,144920.0,240338.0,12740.0,11530.0,2926.0,129918.0,88670.0,17487.0,699423.0,5972.0
199007,3201.0,28390.0,26307.0,2955.0,107142.0,27262.0,46122.0,61233.0,89991.0,29391.0,314310.0,33376.0,34614.0,46660.0,57411.0,79855.0,17594.0,147339.0,248346.0,13639.0,18653.0,2275.0,150889.0,103680.0,20707.0,741590.0,8220.0
199008,2160.0,29769.0,31642.0,2050.0,103203.0,48843.0,48087.0,57300.0,90314.0,22992.0,312406.0,33823.0,31166.0,48018.0,40662.0,87198.0,13027.0,173660.0,261872.0,19977.0,15664.0,2425.0,163171.0,117419.0,21485.0,754077.0,7364.0
199009,1586.0,26382.0,22546.0,2950.0,108840.0,45739.0,48230.0,58115.0,83691.0,23302.0,322199.0,31333.0,30918.0,40892.0,27701.0,78153.0,12008.0,146471.0,248041.0,21224.0,11225.0,1542.0,125306.0,97397.0,27841.0,759340.0,7242.0
199010,345.0,26039.0,21388.0,2930.0,116245.0,51587.0,39902.0,57249.0,75459.0,22298.0,290948.0,29733.0,29062.0,43088.0,28738.0,86954.0,11827.0,154868.0,251829.0,20347.0,14589.0,3064.0,136306.0,98156.0,24787.0,737145.0,6725.0
199011,133.0,27974.0,21923.0,2049.0,105032.0,46405.0,33216.0,50230.0,70764.0,22264.0,262856.0,21254.0,26353.0,37728.0,27883.0,73879.0,11500.0,134361.0,231208.0,23190.0,13961.0,2038.0,126112.0,88631.0,21628.0,652475.0,5767.0
199012,1980.0,29312.0,17334.0,2972.0,104735.0,52935.0,33634.0,42441.0,66608.0,23184.0,230041.0,21362.0,22876.0,36887.0,29423.0,83452.0,8664.0,129195.0,217888.0,21880.0,8050.0,2901.0,123406.0,77739.0,22372.0,620353.0,5419.0
199101,1841.0,23059.0,20044.0,2208.0,89134.0,46918.0,35356.0,47854.0,60221.0,19275.0,215154.0,24276.0,26430.0,34332.0,27170.0,70115.0,8583.0,137572.0,229769.0,21238.0,10963.0,1914.0,133455.0,80581.0,21172.0,641424.0,4789.0
199102,1401.0,24554.0,15066.0,379.0,76916.0,30664.0,28061.0,42334.0,58904.0,12590.0,209109.0,21473.0,19419.0,26275.0,22140.0,62881.0,5177.0,120587.0,188264.0,19714.0,8741.0,1505.0,117969.0,76520.0,15355.0,545432.0,4447.0
199103,1908.0,28653.0,17933.0,1464.0,91921.0,40246.0,27270.0,48910.0,60099.0,15686.0,243308.0,25329.0,22162.0,33144.0,26485.0,80510.0,6221.0,138896.0,231697.0,18318.0,8969.0,2000.0,137200.0,91569.0,17365.0,614464.0,5385.0
199104,2411.0,28548.0,20209.0,798.0,103965.0,45867.0,32152.0,57050.0,68453.0,17087.0,295294.0,29122.0,26487.0,42266.0,24290.0,84333.0,6838.0,157274.0,265966.0,15497.0,9301.0,2258.0,142663.0,94622.0,20113.0,706004.0,3904.0
199105,2450.0,23963.0,21554.0,1675.0,104283.0,47682.0,41606.0,53520.0,75307.0,13419.0,295055.0,33735.0,26784.0,40351.0,24695.0,72652.0,3596.0,161300.0,261456.0,17365.0,10374.0,3251.0,139282.0,103026.0,17880.0,747269.0,11026.0
199106,4079.0,21799.0,24655.0,2942.0,88801.0,46928.0,48467.0,47464.0,83768.0,20679.0,311588.0,35033.0,32408.0,40566.0,23954.0,56920.0,10631.0,151513.0,246884.0,13242.0,11996.0,2551.0,135390.0,90525.0,14699.0,752334.0,11358.0
199107,4147.0,26149.0,22014.0,3750.0,105484.0,62700.0,47516.0,54003.0,87518.0,18727.0,347023.0,37285.0,26724.0,42091.0,26654.0,62909.0,6260.0,175463.0,306567.0,16253.0,13123.0,2502.0,155001.0,105946.0,16907.0,830082.0,12137.0
199108,2392.0,23653.0,22029.0,2489.0,109806.0,65644.0,56191.0,60117.0,88893.0,20821.0,345403.0,38619.0,30153.0,41439.0,31446.0,79201.0,5940.0,182412.0,277275.0,14258.0,14958.0,4601.0,142295.0,106858.0,17856.0,842100.0,12027.0
199109,2990.0,23759.0,24394.0,3067.0,106008.0,61426.0,53613.0,52201.0,88818.0,17442.0,334377.0,36483.0,31878.0,38506.0,33636.0,82513.0,5023.0,168299.0,257453.0,18886.0,10718.0,1502.0,160654.0,103955.0,18382.0,780963.0,14175.0
199110,2643.0,29865.0,24158.0,4125.0,112779.0,62419.0,45907.0,57502.0,89883.0,16089.0,328602.0,29835.0,28227.0,34166.0,31802.0,84740.0,4248.0,164553.0,254449.0,20908.0,16462.0,3700.0,151835.0,97543.0,19687.0,791012.0,9871.0
199111,2232.0,26268.0,22913.0,3690.0,95442.0,61979.0,47857.0,52428.0,76791.0,18395.0,258402.0,26875.0,24927.0,32945.0,27514.0,67743.0,5622.0,144428.0,254046.0,22029.0,6808.0,1776.0,127165.0,88013.0,21865.0,684244.0,7160.0
199112,455.0,25081.0,22537.0,3844.0,90824.0,57967.0,40462.0,48015.0,58335.0,16047.0,249327.0,21201.0,19653.0,31593.0,30658.0,82609.0,5334.0,118812.0,218217.0,22991.0,4861.0,0.0,125376.0,81246.0,19459.0,606754.0,5154.0
199201,683.0,23986.0,17187.0,3477.0,81770.0,65807.0,39837.0,42884.0,68807.0,17396.0,205819.0,27068.0,27867.0,30506.0,24624.0,72184.0,2899.0,145969.0,216158.0,23511.0,7778.0,500.0,123626.0,90897.0,20559.0,608709.0,4987.0
199202,3750.0,19716.0,16352.0,2771.0,67101.0,46788.0,35572.0,40577.0,57425.0,11253.0,183468.0,18678.0,20921.0,25083.0,25570.0,63563.0,4112.0,133746.0,210691.0,15924.0,5671.0,0.0,111175.0,77028.0,17867.0,579121.0,4245.0
199203,436.0,18346.0,12420.0,2911.0,81893.0,46402.0,39602.0,44687.0,61084.0,12978.0,247080.0,23059.0,17129.0,26618.0,21464.0,56463.0,1825.0,132314.0,210039.0,12214.0,5402.0,2338.0,123255.0,93309.0,20331.0,650926.0,5451.0
199204,747.0,18275.0,12681.0,4331.0,83198.0,42620.0,39868.0,42691.0,54933.0,16426.0,231754.0,21306.0,22920.0,21761.0,20827.0,58902.0,4369.0,126755.0,192508.0,14212.0,6761.0,600.0,107925.0,84023.0,17562.0,601831.0,6542.0
199205,2893.0,19135.0,14915.0,4386.0,85394.0,43928.0,42426.0,44406.0,60537.0,21023.0,233234.0,22512.0,22351.0,22374.0,22141.0,55392.0,5413.0,126725.0,198313.0,13968.0,6219.0,0.0,117550.0,86292.0,21106.0,640658.0,7359.0
199206,1197.0,17460.0,19368.0,3814.0,81137.0,47251.0,48256.0,44117.0,59744.0,24809.0,230228.0,25250.0,24669.0,27413.0,21583.0,54722.0,6014.0,135245.0,203607.0,15647.0,8848.0,395.0,112479.0,96407.0,19603.0,624456.0,6890.0
199207,1577.0,19658.0,20205.0,6455.0,86094.0,54783.0,57013.0,47946.0,74176.0,25468.0,264895.0,28110.0,31689.0,32890.0,22246.0,62470.0,8403.0,148054.0,231780.0,16022.0,8669.0,3106.0,134056.0,97684.0,21402.0,669060.0,8103.0
199208,1596.0,19655.0,15430.0,4306.0,90426.0,57706.0,56653.0,51646.0,74282.0,24575.0,260761.0,27646.0,26173.0,29719.0,25871.0,71096.0,9000.0,149144.0,238018.0,17160.0,8086.0,3226.0,121029.0,100096.0,21492.0,667813.0,8645.0
199209,1916.0,20255.0,19987.0,5185.0,89117.0,57783.0,58663.0,44872.0,70879.0,20072.0,244158.0,22003.0,30622.0,31783.0,24794.0,65527.0,7445.0,139200.0,234479.0,15766.0,8658.0,2852.0,124907.0,98873.0,23820.0,638526.0,9131.0
199210,2240.0,19652.0,19554.0,6440.0,100528.0,56371.0,55412.0,39197.0,65001.0,18139.0,214725.0,26189.0,24870.0,30565.0,26125.0,67649.0,6714.0,146621.0,224961.0,14356.0,7478.0,400.0,129158.0,103047.0,22596.0,604419.0,8706.0
199211,685.0,22649.0,24718.0,5384.0,99174.0,63780.0,49773.0,39211.0,57501.0,20328.0,210644.0,20961.0,25582.0,36208.0,26238.0,63266.0,6948.0,140881.0,212687.0,15723.0,7534.0,70.0,127662.0,95025.0,20966.0,577173.0,8510.0
199212,427.0,25737.0,18526.0,6231.0,88769.0,61595.0,47157.0,38272.0,60240.0,20672.0,211462.0,25394.0,25388.0,37117.0,31742.0,72083.0,7929.0,146027.0,216685.0,17216.0,6219.0,300.0,131762.0,83501.0,21414.0,567680.0,7537.0
199301,519.0,18607.0,15137.0,5089.0,105211.0,57936.0,54082.0,41701.0,66611.0,18359.0,220640.0,25579.0,26722.0,37660.0,21892.0,63057.0,10275.0,146150.0,216628.0,12413.0,8740.0,1579.0,109936.0,81047.0,17558.0,603403.0,7555.0
199302,1692.0,15650.0,11590.0,4000.0,85103.0,33044.0,50587.0,35484.0,51548.0,15264.0,185533.0,20683.0,17567.0,22359.0,21232.0,50920.0,8770.0,144496.0,188720.0,13512.0,6193.0,1484.0,114187.0,74503.0,14075.0,513273.0,6589.0
199303,1510.0,24592.0,18516.0,2681.0,99970.0,45886.0,60626.0,44887.0,70651.0,13499.0,256943.0,23961.0,28039.0,33558.0,28506.0,69462.0,8517.0,183724.0,234125.0,15430.0,9439.0,1900.0,139694.0,96112.0,19888.0,686311.0,7645.0
199304,1649.0,20110.0,16609.0,5692.0,93323.0,40599.0,56901.0,36513.0,64544.0,14325.0,229101.0,24268.0,23075.0,29086.0,23134.0,69914.0,10232.0,187576.0,206095.0,12419.0,9195.0,1742.0,114449.0,87607.0,18778.0,583072.0,6785.0
199305,1570.0,13912.0,19403.0,4022.0,104046.0,38303.0,62311.0,38650.0,69377.0,13778.0,249853.0,28077.0,24794.0,26473.0,20157.0,59986.0,11142.0,205720.0,222356.0,11798.0,9014.0,2588.0,124728.0,93068.0,14779.0,622720.0,9626.0
199306,1840.0,15900.0,26147.0,4586.0,80909.0,42716.0,63308.0,40838.0,73918.0,14464.0,253105.0,25260.0,26907.0,28341.0,19296.0,53379.0,10342.0,234441.0,233851.0,15348.0,8976.0,2620.0,117689.0,96253.0,14819.0,640199.0,9900.0
199307,2157.0,16059.0,19653.0,5823.0,95448.0,55542.0,66132.0,43993.0,72368.0,17920.0,264935.0,26449.0,30751.0,32866.0,22221.0,58222.0,10143.0,183121.0,239801.0,13190.0,8151.0,1721.0,107198.0,102859.0,17554.0,652322.0,9195.0
199308,1267.0,17159.0,20212.0,5235.0,100304.0,56760.0,60969.0,42763.0,71002.0,15602.0,279407.0,31177.0,27669.0,32340.0,22581.0,66481.0,11866.0,179508.0,218508.0,13742.0,7776.0,1722.0,114031.0,88295.0,17241.0,628284.0,9176.0
199309,1761.0,21874.0,24880.0,5620.0,98212.0,49999.0,60263.0,43343.0,79076.0,17646.0,242664.0,32110.0,31359.0,33077.0,27183.0,73097.0,13532.0,138555.0,203007.0,13892.0,7831.0,1876.0,117556.0,86404.0,18583.0,621048.0,11094.0
199310,2049.0,20202.0,28070.0,4269.0,100404.0,55156.0,60166.0,42032.0,83358.0,17644.0,241921.0,31279.0,36570.0,32908.0,28643.0,82717.0,12847.0,145850.0,222712.0,15021.0,8101.0,1975.0,113165.0,84812.0,17866.0,608425.0,10798.0
199311,1669.0,21461.0,22143.0,4585.0,115480.0,60785.0,52560.0,42112.0,79070.0,17699.0,238562.0,28323.0,35788.0,37620.0,25303.0,69927.0,14392.0,160083.0,214422.0,18146.0,8118.0,2880.0,117249.0,88701.0,18056.0,592070.0,11681.0
199312,2005.0,19078.0,24741.0,3960.0,112780.0,47754.0,51794.0,43410.0,71234.0,17914.0,219106.0,31913.0,28028.0,44100.0,30554.0,69083.0,15849.0,134160.0,210225.0,13745.0,8399.0,1601.0,130422.0,88548.0,19304.0,588702.0,9332.0
199401,1765.0,21593.0,18396.0,5171.0,107601.0,32371.0,42566.0,43354.0,63643.0,16892.0,214949.0,28921.0,29087.0,38889.0,58543.0,58227.0,16116.0,141417.0,196016.0,14516.0,8254.0,0.0,134757.0,80517.0,17624.0,596130.0,9845.0
199402,1628.0,11364.0,15750.0,3210.0,78598.0,22748.0,51142.0,38894.0,61166.0,14344.0,202678.0,27634.0,24030.0,34095.0,37130.0,45247.0,11108.0,121119.0,182843.0,14739.0,7805.0,0.0,115366.0,75329.0,13572.0,542832.0,8183.0
199403,1400.0,17671.0,16463.0,2958.0,108601.0,28762.0,49059.0,39699.0,61889.0,11625.0,224623.0,30224.0,25008.0,29616.0,44021.0,62253.0,8974.0,149076.0,206116.0,17963.0,6153.0,1105.0,131683.0,85799.0,15834.0,610083.0,6869.0
199404,1713.0,14407.0,14258.0,3051.0,65683.0,26953.0,47204.0,37643.0,62191.0,12747.0,218268.0,26773.0,20857.0,24700.0,15713.0,48984.0,6538.0,117560.0,179758.0,15825.0,8171.0,2125.0,117669.0,79631.0,10615.0,531758.0,7623.0
199405,1516.0,15535.0,15742.0,2910.0,91873.0,42311.0,50903.0,43420.0,69166.0,14144.0,265865.0,36095.0,33229.0,31852.0,19409.0,54662.0,9214.0,142957.0,220107.0,17797.0,6981.0,1471.0,132931.0,79524.0,15381.0,619164.0,11229.0
199406,1363.0,14669.0,17673.0,2438.0,90403.0,38221.0,56151.0,39529.0,84008.0,12487.0,236010.0,36065.0,36905.0,38789.0,18286.0,53656.0,12708.0,137128.0,201862.0,13461.0,7567.0,1375.0,132641.0,83345.0,15732.0,567272.0,11132.0
199407,1504.0,16385.0,15535.0,2041.0,76363.0,43811.0,45388.0,40321.0,67594.0,13758.0,232719.0,26867.0,28644.0,39169.0,19481.0,51506.0,12142.0,139078.0,201692.0,13664.0,6909.0,501.0,112407.0,72929.0,10263.0,549168.0,10238.0
199408,1612.0,18634.0,21886.0,3354.0,96110.0,48349.0,60770.0,48327.0,90084.0,17004.0,285711.0,34860.0,42986.0,41686.0,26100.0,53863.0,13204.0,144455.0,242981.0,17239.0,8018.0,420.0,149773.0,89754.0,16406.0,668665.0,12450.0
199409,1833.0,19636.0,22241.0,3154.0,120536.0,62502.0,68090.0,55846.0,110934.0,11818.0,332921.0,37526.0,52030.0,45644.0,27357.0,69798.0,12933.0,179291.0,276662.0,17936.0,7248.0,1748.0,160147.0,107358.0,19224.0,759155.0,14469.0
199410,2008.0,21738.0,27842.0,3236.0,122368.0,50953.0,49910.0,46866.0,94217.0,16422.0,309974.0,32632.0,46751.0,45342.0,27332.0,69980.0,13310.0,161773.0,236975.0,19532.0,7427.0,1181.0,143113.0,83737.0,17672.0,646912.0,13980.0
199411,2942.0,24213.0,20896.0,4893.0,121609.0,61261.0,48192.0,47151.0,83294.0,29038.0,289567.0,30911.0,43464.0,47475.0,31224.0,69827.0,15235.0,164467.0,242712.0,27073.0,6558.0,4042.0,145179.0,84164.0,18296.0,643198.0,15755.0
199412,2620.0,24010.0,15330.0,4210.0,112864.0,72230.0,48315.0,42584.0,82335.0,22631.0,274144.0,33486.0,34310.0,45690.0,34863.0,80782.0,16080.0,151312.0,234389.0,23931.0,6469.0,1718.0,136952.0,90190.0,23139.0,604533.0,10701.0
199501,2296.0,23083.0,13700.0,4042.0,123307.0,66777.0,51435.0,42463.0,79020.0,26154.0,278539.0,32483.0,38729.0,41156.0,32162.0,79511.0,15077.0,126486.0,221423.0,19844.0,6733.0,0.0,136196.0,87752.0,19397.0,634961.0,10712.0
199502,1732.0,19589.0,11118.0,3769.0,85054.0,49194.0,39219.0,35566.0,68947.0,17401.0,223197.0,28290.0,28011.0,33739.0,24549.0,56980.0,8913.0,127915.0,180547.0,21763.0,7150.0,2400.0,136038.0,71686.0,18328.0,520871.0,9654.0
199503,2097.0,24093.0,17396.0,2660.0,110333.0,48737.0,51280.0,46435.0,82890.0,16560.0,280037.0,38551.0,41232.0,40733.0,32681.0,81614.0,12514.0,161248.0,244643.0,24530.0,8498.0,1860.0,155693.0,87642.0,20726.0,740956.0,9359.0
199504,1387.0,15932.0,15758.0,2869.0,86977.0,30772.0,37060.0,35842.0,65945.0,11168.0,240190.0,28982.0,25164.0,33483.0,19724.0,60113.0,6799.0,168565.0,204474.0,18050.0,8932.0,1680.0,133917.0,71934.0,15529.0,650966.0,7795.0
199505,1957.0,15963.0,15642.0,3341.0,101849.0,39562.0,45483.0,48904.0,74792.0,13302.0,293190.0,38136.0,36615.0,37072.0,22068.0,61543.0,9555.0,203491.0,239546.0,17654.0,7533.0,2765.0,162075.0,81717.0,16745.0,811718.0,9225.0
199506,2913.0,14231.0,13745.0,4352.0,83271.0,45944.0,45152.0,48962.0,78533.0,11923.0,292397.0,35051.0,28034.0,32671.0,20843.0,53150.0,10835.0,217001.0,262005.0,17714.0,7194.0,2020.0,145320.0,80841.0,12611.0,767135.0,10886.0
199507,2073.0,16378.0,14661.0,4788.0,90935.0,48368.0,45481.0,53939.0,82574.0,15288.0,307627.0,33815.0,26269.0,37122.0,21030.0,65103.0,10297.0,204163.0,258944.0,16454.0,7424.0,3507.0,123449.0,79783.0,11725.0,784428.0,11713.0
199508,2408.0,16866.0,15596.0,5333.0,103510.0,40525.0,44265.0,52008.0,86044.0,15325.0,317776.0,38069.0,26289.0,37444.0,24072.0,73050.0,11040.0,231111.0,266891.0,20747.0,7007.0,4591.0,134837.0,88571.0,15472.0,818312.0,12705.0
199509,1912.0,16919.0,14537.0,3312.0,98818.0,42073.0,45017.0,59726.0,83933.0,15069.0,318656.0,33871.0,23239.0,33978.0,22396.0,62475.0,12984.0,215604.0,254542.0,18859.0,7950.0,2827.0,133774.0,84069.0,13733.0,818766.0,13776.0
199510,2644.0,19499.0,14429.0,4861.0,106533.0,41654.0,46326.0,60757.0,90226.0,14033.0,325513.0,33298.0,29283.0,45242.0,26403.0,67127.0,12746.0,226770.0,273998.0,17997.0,8050.0,2040.0,138520.0,89526.0,20000.0,825065.0,13878.0
199511,2434.0,19887.0,13951.0,4709.0,96997.0,50784.0,45586.0,56388.0,86260.0,14851.0,312567.0,38868.0,34985.0,47254.0,30104.0,75216.0,15242.0,234818.0,268505.0,17300.0,8837.0,3869.0,142399.0,83072.0,17297.0,822660.0,14703.0
199512,2051.0,22828.0,15697.0,3793.0,92822.0,47812.0,47166.0,61355.0,75606.0,12730.0,280175.0,32792.0,33019.0,52935.0,30215.0,66635.0,14026.0,214137.0,269829.0,15366.0,8281.0,5059.0,137535.0,72693.0,19749.0,772800.0,13269.0
199601,2521.0,24684.0,13818.0,4740.0,104172.0,60456.0,50782.0,62727.0,83084.0,21669.0,315265.0,27686.0,30734.0,49543.0,32909.0,76377.0,17594.0,217818.0,281621.0,24143.0,11203.0,1681.0,134502.0,83868.0,16473.0,828177.0,12728.0
199602,2683.0,19638.0,12828.0,2967.0,94977.0,45100.0,49452.0,50549.0,80526.0,15054.0,298605.0,28492.0,28714.0,38005.0,24655.0,64297.0,14179.0,196827.0,244789.0,20127.0,9110.0,1010.0,126989.0,88777.0,15499.0,785050.0,10132.0
199603,1657.0,22878.0,14596.0,3163.0,101632.0,42732.0,55149.0,60694.0,83134.0,13592.0,340163.0,32734.0,37506.0,33196.0,26651.0,72119.0,13099.0,208255.0,296222.0,18965.0,7671.0,1300.0,149394.0,98394.0,18366.0,880451.0,10953.0
199604,2707.0,18706.0,18131.0,3293.0,93804.0,35736.0,55553.0,61913.0,85203.0,12929.0,343792.0,30293.0,32600.0,30267.0,26875.0,68301.0,11832.0,209268.0,302274.0,17074.0,11507.0,2400.0,143790.0,116929.0,13384.0,936844.0,11094.0
199605,2754.0,20707.0,19662.0,5030.0,111217.0,44587.0,59825.0,70143.0,101644.0,14399.0,399331.0,33224.0,38731.0,35305.0,28252.0,62768.0,12238.0,211581.0,341788.0,19916.0,10734.0,3275.0,166678.0,137728.0,14882.0,1015164.0,15187.0
199606,2916.0,16400.0,12435.0,4100.0,86381.0,50038.0,56235.0,66536.0,99081.0,16307.0,356708.0,31561.0,36267.0,36345.0,22287.0,53020.0,14288.0,179067.0,310934.0,18657.0,9820.0,2827.0,130881.0,104995.0,15583.0,955479.0,13354.0
199607,3520.0,19799.0,16782.0,6686.0,103188.0,44626.0,63892.0,75488.0,115087.0,15198.0,419534.0,36602.0,39241.0,42875.0,24576.0,60161.0,11447.0,209380.0,369964.0,18342.0,12443.0,3411.0,155297.0,124409.0,14957.0,1112456.0,19741.0
199608,3686.0,19437.0,16773.0,5081.0,112309.0,47313.0,66673.0,77212.0,112096.0,18808.0,435612.0,39106.0,42374.0,51454.0,28304.0,55412.0,18274.0,219041.0,371883.0,17140.0,11164.0,4176.0,150723.0,129616.0,11843.0,1136138.0,18010.0
199609,3066.0,22400.0,15775.0,2504.0,102040.0,53319.0,65008.0,71765.0,114350.0,23873.0,416075.0,33123.0,40478.0,38835.0,30121.0,62590.0,16534.0,194146.0,334202.0,19015.0,11468.0,4014.0,142002.0,118673.0,11961.0,1044313.0,15351.0
199610,4918.0,24490.0,20586.0,4271.0,118774.0,57972.0,60604.0,89133.0,114701.0,24374.0,454449.0,37319.0,42402.0,48752.0,31617.0,70231.0,21592.0,190194.0,359944.0,25052.0,11303.0,5859.0,148499.0,126597.0,19441.0,1095736.0,18088.0
199611,4245.0,22115.0,20170.0,6546.0,110736.0,63530.0,54995.0,82912.0,105854.0,27208.0,388336.0,37483.0,37723.0,48709.0,28854.0,66618.0,19896.0,195996.0,350015.0,27261.0,10514.0,4673.0,167406.0,134762.0,17768.0,1021237.0,17171.0
199612,3839.0,25569.0,20997.0,6465.0,114237.0,68735.0,50174.0,80642.0,92792.0,31453.0,378459.0,32338.0,33493.0,44347.0,33252.0,87086.0,17860.0,161733.0,320170.0,34838.0,11592.0,4337.0,150503.0,107344.0,20040.0,893065.0,13559.0
199701,3426.0,23870.0,19845.0,8407.0,114266.0,64785.0,49356.0,81948.0,94002.0,32482.0,343073.0,33824.0,35934.0,46140.0,33874.0,87375.0,17750.0,179477.0,302418.0,35366.0,8928.0,3332.0,164692.0,115875.0,21297.0,896431.0,10718.0
199702,2414.0,20753.0,15849.0,3108.0,105932.0,52045.0,49250.0,72507.0,90063.0,28099.0,349431.0,30284.0,29381.0,31186.0,28472.0,72103.0,17039.0,174363.0,286230.0,26554.0,8938.0,2810.0,144261.0,113958.0,19662.0,902567.0,9244.0
199703,1585.0,22105.0,15174.0,3940.0,107636.0,55301.0,46853.0,72814.0,81825.0,24043.0,368900.0,35696.0,31519.0,30567.0,32130.0,86453.0,16115.0,200425.0,313964.0,26808.0,6453.0,3662.0,161529.0,125575.0,19929.0,985328.0,7968.0
199704,3555.0,22099.0,18316.0,3970.0,125918.0,57177.0,55968.0,78924.0,98349.0,28341.0,405499.0,34531.0,35862.0,29797.0,30041.0,84528.0,15246.0,217448.0,321794.0,27984.0,8784.0,3039.0,171827.0,140476.0,21232.0,1011189.0,10191.0
199705,4202.0,21861.0,19322.0,6139.0,130167.0,65917.0,58363.0,76842.0,100849.0,29859.0,420412.0,36627.0,37995.0,32892.0,31121.0,81800.0,17822.0,206485.0,311922.0,29102.0,12577.0,4548.0,168235.0,134608.0,21316.0,977743.0,11833.0
199706,4431.0,22016.0,20241.0,7441.0,126825.0,71463.0,60050.0,78841.0,110975.0,30420.0,420225.0,29457.0,41008.0,37561.0,28645.0,83922.0,18425.0,188337.0,300566.0,30946.0,11746.0,4313.0,159935.0,134110.0,20008.0,918206.0,12409.0
199707,4363.0,24612.0,24938.0,7225.0,146266.0,81680.0,68351.0,89597.0,124923.0,39130.0,470568.0,40324.0,47826.0,43691.0,35229.0,88483.0,22925.0,229209.0,328672.0,36727.0,11612.0,4524.0,177892.0,142773.0,25924.0,1111640.0,12819.0
199708,4915.0,27414.0,27700.0,6823.0,156609.0,90762.0,62104.0,83247.0,121706.0,40800.0,462418.0,39005.0,43479.0,44563.0,38007.0,96321.0,21036.0,213331.0,322297.0,37360.0,17728.0,5068.0,160160.0,133875.0,27034.0,1082584.0,12986.0
199709,4608.0,32522.0,29178.0,5381.0,159235.0,93836.0,68460.0,79229.0,130670.0,41976.0,481760.0,36461.0,46865.0,46457.0,42919.0,102475.0,24816.0,214573.0,326109.0,41661.0,17353.0,5005.0,190576.0,144465.0,27552.0,1141590.0,14073.0
199710,4787.0,37841.0,28853.0,6115.0,177446.0,98690.0,72173.0,81501.0,125917.0,47336.0,469447.0,37624.0,49534.0,53818.0,48596.0,109460.0,25892.0,212455.0,343963.0,47819.0,17771.0,3098.0,171599.0,128240.0,29081.0,1143385.0,14466.0
199711,5120.0,39829.0,27167.0,6158.0,178374.0,101228.0,56067.0,77218.0,98789.0,47611.0,410699.0,33821.0,43143.0,48817.0,48811.0,106526.0,26002.0,181650.0,316558.0,44789.0,17537.0,2612.0,166651.0,120491.0,28071.0,999935.0,12688.0
199712,5082.0,39743.0,32152.0,7769.0,182391.0,103560.0,55207.0,74745.0,91221.0,52246.0,360127.0,33018.0,37796.0,52784.0,54355.0,111358.0,29965.0,199802.0,325743.0,51372.0,18030.0,5152.0,181879.0,129870.0,29591.0,955504.0,11098.0
199801,3439.0,41762.0,23734.0,6849.0,169378.0,109759.0,50496.0,74636.0,89254.0,59885.0,393697.0,35811.0,39898.0,54849.0,49038.0,116090.0,32544.0,213089.0,309064.0,48453.0,19068.0,2979.0,172360.0,126356.0,26852.0,1007548.0,10486.0
